"strain"	"isotype"	"latitude"	"longitude"	"substrate"	"tbb-1_high_impact_SNV"	"ben-1_high_impact_SNV"	"tbb-2_high_impact_SNV"	"tbb-4_high_impact_SNV"	"mec-7_high_impact_SNV"	"tbb-1_SVs"	"tbb-1_SV_ids"	"ben-1_SVs"	"ben-1_SV_ids"	"tbb-2_SVs"	"tbb-2_SV_ids"	"tbb-4_SVs"	"tbb-4_SV_ids"	"mec-7_SVs"	"mec-7_SV_ids"	"tbb-1_var"	"ben-1_var"	"tbb-2_var"	"tbb-4_var"	"mec-7_var"	"tbb-1_clean_call"	"tbb-2_clean_call"	"ben-1_clean_call"	"mec-7_clean_call"	"tbb-4_clean_call"
"ECA2883"	"ECA2883"	21.3570225	-157.764294100002	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2890"	"ECA2890"	21.355772099999	-157.765345699999	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2894"	"ECA2894"	21.3570225	-157.764294100002	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA2975"	"ECA2975"	22.0638967	-159.3522759	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA3091"	"ECA3091"	21.3291450999972	-157.821195300002	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA343"	"ECA343"	21.3166667	-157.8202778	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA346"	"ECA346"	26.461525	-82.0554972	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA371"	"ECA371"	22.0286111	-159.3825	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ECA569"	"ECA569"	42.361085	-88.4278679	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3032"	"ED3032"	25.158056	121.515831	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3037"	"ED3037"	25.123667	121.532982	"Rotting_wood"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3088"	"ED3088"	-26.166667	28.016667	"Compost"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"ED3102"	"ED3102"	-1.316667	36.8	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG4360"	"EG4360"	40.6	-111.8	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG5612"	"EG5612"	-23.18	-44.19	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG5613"	"EG5613"	-23.18234	-44.19456	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6179"	"EG6179"	-17.53	-149.83	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6260"	"EG6260"	18.11	-66.16	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6261"	"EG6261"	18.11	-66.16	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6265"	"EG6265"	18.11	-66.16	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6267"	"EG6267"	18.45	-66	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6268"	"EG6268"	18.3	-65.8	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6271"	"EG6271"	18.3	-65.8	"Rotting_nut/pod/seed/fruit"	NA	"missense_R359H"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"missense_R359H | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"EG6272"	"EG6272"	18.45	-66	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6274"	"EG6274"	-23.5	-46.7	"Moss"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6275"	"EG6275"	-23.5	-46.7	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6276"	"EG6276"	-23.5	-46.7	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"EG6329"	"EG6329"	18.3	-65.8	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"GUN124"	"GUN124"	42.4675	-76.48722222	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"GXW22"	"GXW22"	23.15	113.35	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"GXW23"	"GXW23"	30.54	114.42	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"HK104"	"HK104"	34.66	133.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1257"	"JU1257"	49.1255	1.951	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1337"	"JU1337"	8.32	77.075	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1338"	"JU1338"	8.509	76.956	"Rotting_nut/pod/seed/fruit"	NA	"missense_V91I"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"missense_V91I | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"JU1341"	"JU1341"	8.7633	77.114	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU1344"	"JU1344"	8.7629	77.1155	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1346"	"JU1346"	9.55	76.8	"Rotting_nut/pod/seed/fruit"	NA	"missense_V91I"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"missense_V91I | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"JU1347"	"JU1347"	9.6	77.13	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1348"	"JU1348"	9.55	77.2	"Vegetal_litter/mix"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU1375"	"JU1375"	-21.0469	55.6885	"Mollusk"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1377"	"JU1377"	-21.0476	55.6905	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1378"	"JU1378"	-21.0478	55.6878	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1392"	"JU1392"	-22.916	-43.173	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1399"	"JU1399"	5.9	-75.9	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1424"	"JU1424"	22.4	105.6	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1435"	"JU1435"	-21.05	55.27	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1564"	"JU1564"	40.86	-73.47	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1637"	"JU1637"	17.1363	-25.0682	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1638"	"JU1638"	17.13768	-25.06689	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1794"	"JU1794"	-16.8	-151.5	"Compost"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1795"	"JU1795"	-16.8	-151.5	"Compost"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1799"	"JU1799"	-21.12	55.778	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1802"	"JU1802"	-21.12	55.778	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1814"	"JU1814"	4.9459	-52.316883	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1884"	"JU1884"	15.7	-88.8	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1885"	"JU1885"	7.2995	80.6437	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1907"	"JU1907"	-17.495	145.612	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1908"	"JU1908"	-17.495	145.612	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1909"	"JU1909"	-18.5245	146.3327	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU1913"	"JU1913"	-20.37	148.85	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2053"	"JU2053"	21.96385	-159.35838	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2054"	"JU2054"	21.96385	-159.35838	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2056"	"JU2056"	22.219	-159.5763	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2057"	"JU2057"	-12.77	45.14	"Fungus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2160"	"JU2160"	-6.2709	39.417	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2162"	"JU2162"	-6.2715	39.416	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2214"	"JU2214"	-6.462863	-76.335715	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2216"	"JU2216"	-6.480251	-76.356593	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2457"	"JU2457"	-12.801653	-69.289488	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2470"	"JU2470"	-12.732834	45.186209	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2472"	"JU2472"	-12.732834	45.186209	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2506"	"JU2506"	48.7015	2.1725	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2507"	"JU2507"	8.893	98.512	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2518"	"JU2518"	48.7015	2.1725	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2536"	"JU2536"	47.645976	19.274783	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2597"	"JU2597"	43.8812	5.1072	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2747"	"JU2747"	16.1761	-61.6951	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2767"	"JU2767"	48.50481	3.246	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2799"	"JU2799"	51.5378	9.9359	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2801"	"JU2801"	45.53356	5.10234	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU2836"	"JU2836"	20.66143	-105.253201	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2849"	"JU2849"	-20.382477	-43.505978	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2861"	"JU2861"	52.1944	0.1264	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2868"	"JU2868"	48.2053	16.3666	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU2872"	"JU2872"	48.2121	16.3592	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU3171"	"JU3171"	0.289	6.612	"Compost"	NA	NA	NA	"missense_A271V"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"missense_A271V | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Missense"
